,Feature (Non-subtweet),Log Probability (Non-subtweet),Feature (Subtweet),Log Probability (Subtweet)
4545,& & support,-12.969525092978847,believe it's,-12.390117270627078
4546,& ),-12.969525092978847,friends come,-12.390126257693124
4547,& ) .,-12.969525092978847,toxic !,-12.390146720388188
4548,& +,-12.969525092978847,"instead """,-12.390312582305146
4549,& + 1,-12.969525092978847,""" instead """,-12.390312582305146
4550,"& , (",-12.969525092978847,decency,-12.390500769903925
4551,"& , ,",-12.969525092978847,road,-12.390542242354245
4552,"& , brazil",-12.969525092978847,you're allowed,-12.390550020618095
4553,"& , haven't",-12.969525092978847,group dm,-12.390624871273486
4554,"& , what's",-12.969525092978847,butt hurt,-12.390717834100755
4555,& -,-12.969525092978847,worse .,-12.390747080509234
4556,& - make,-12.969525092978847,things people,-12.390820758332449
4557,& - thanks,-12.969525092978847,equally,-12.39087114253207
4558,& . blizzard,-12.969525092978847,", care",-12.390947649594072
4559,& . cheese,-12.969525092978847,. big,-12.39102669074373
4560,& . nails,-12.969525092978847,proposal,-12.391252496604151
4561,& . teach,-12.969525092978847,stalker,-12.391322929297653
4562,& ..,-12.969525092978847,joke right,-12.391684811125476
4563,& .. like,-12.969525092978847,bc u,-12.391713448996653
4564,& / recall,-12.969525092978847,ending,-12.391977430750213
4565,& 10,-12.969525092978847,types people,-12.392019674672134
4566,& 10 &,-12.969525092978847,mixes,-12.392037743029446
4567,& 12,-12.969525092978847,asshole .,-12.392242044548512
4568,& 12 .,-12.969525092978847,u fine,-12.39225836590027
4569,& 1st,-12.969525092978847,lineup,-12.392319073566647
4570,& 1st words,-12.969525092978847,theirs,-12.392324966235421
4571,& 2,-12.969525092978847,buffalo,-12.392467803716094
4572,& 2 ),-12.969525092978847,lotta,-12.392496667139707
4573,& 2 ?,-12.969525092978847,"wait ,",-12.392622180619385
4574,& 2 boars,-12.969525092978847,"old ,",-12.392725912395218
4575,& 2 peyton,-12.969525092978847,masculinity,-12.392745578599893
4576,& 20 years,-12.969525092978847,bios,-12.392905134651865
4577,& 2014 5,-12.969525092978847,brockhampton,-12.393041623330513
4578,& 27rbi,-12.969525092978847,journalists,-12.393110153856703
4579,& 27rbi 22,-12.969525092978847,simple .,-12.393146632895798
4580,& 3 &,-12.969525092978847,:/ /,-12.393166304420992
4581,& 4,-12.969525092978847,couple times,-12.393170994874902
4582,& 4 bros,-12.969525092978847,people calling,-12.39321134182506
4583,& 4 rating,-12.969525092978847,friend weird,-12.393218864292473
4584,& 55,-12.969525092978847,", we're",-12.393273303134542
4585,"& 55 """,-12.969525092978847,therapy,-12.393372789124808
4586,& 5th,-12.969525092978847,people constantly,-12.393442460948648
4587,& 5th -,-12.969525092978847,reckless,-12.393534589930946
4588,& 7,-12.969525092978847,ohhh,-12.393543835457065
4589,& 7 *,-12.969525092978847,worst friends,-12.393573288097473
4590,& :,-12.969525092978847,"anymore ,",-12.393579699837842
4591,& : black,-12.969525092978847,that's wild,-12.393670852899985
4592,& : didn't,-12.969525092978847,coast,-12.393834777097025
4593,& : toronto,-12.969525092978847,make new,-12.3940575490271
4594,& abercrombie,-12.969525092978847,you'd know,-12.394136992984736
4595,& abrasions,-12.969525092978847,i'm honest,-12.39430883130632
4596,& abrasions sent,-12.969525092978847,crackhead,-12.394372302694393
4597,& absolute,-12.969525092978847,": "" i'm",-12.394481478556163
4598,& absolute favorites,-12.969525092978847,failing,-12.394632215798799
4599,& abusive,-12.969525092978847,suggestions,-12.394711389804788
4600,& abusive character,-12.969525092978847,panic,-12.394769716143557
4601,& accepted,-12.969525092978847,lol don't,-12.394787538346414
4602,& accepted defeat,-12.969525092978847,people sub,-12.394874435803692
4603,& accomplishments,-12.969525092978847,lames,-12.394985685406517
4604,& accomplishments /,-12.969525092978847,like fools,-12.395003431269231
4605,& actually,-12.969525092978847,possible .,-12.395007909160604
4606,& actually thinks,-12.969525092978847,indie,-12.395030354486765
4607,& add,-12.969525092978847,loss ?,-12.395139123450367
4608,& add ig,-12.969525092978847,xbox,-12.395234657898916
4609,& additional,-12.969525092978847,. 😬,-12.395293297400626
4610,& additional days,-12.969525092978847,months fucking,-12.395351350938324
4611,& adopt,-12.969525092978847,what's wrong,-12.395368866285914
4612,& adopt children,-12.969525092978847,solve,-12.395382683715075
4613,& adopted,-12.969525092978847,you're person,-12.39544595753791
4614,& adopted 17,-12.969525092978847,reading tweets,-12.395582264602341
4615,& advantage,-12.969525092978847,follow people,-12.395595122057449
4616,& advantage ur,-12.969525092978847,", fuck .",-12.395611542600157
4617,& affection,-12.969525092978847,5 years,-12.395777355114562
4618,& affection 💞,-12.969525092978847,things tweeting,-12.39583491479655
4619,& afternoon,-12.969525092978847,@ people,-12.395854589779393
4620,& afternoon .,-12.969525092978847,got good,-12.395869278403717
4621,& allow,-12.969525092978847,selling,-12.39601963110444
4622,"& allow """,-12.969525092978847,"phone ,",-12.39604785188661
4623,& allow mr,-12.969525092978847,look mirror,-12.39611672058542
4624,& allowing,-12.969525092978847,honestly think,-12.396118512845243
4625,& allowing parents,-12.969525092978847,wassup,-12.396143870918548
4626,& amaya,-12.969525092978847,really believe,-12.396165354530725
4627,& amaya funny,-12.969525092978847,pretty good,-12.39626652529476
4628,& american,-12.969525092978847,expectations,-12.396267053107099
4629,& american people,-12.969525092978847,standards,-12.396369251676022
4630,& ancestry,-12.969525092978847,stop thinking,-12.396535387414406
4631,& ancestry 30,-12.969525092978847,ads,-12.396537083043011
4632,& annoying,-12.969525092978847,office .,-12.396708490326372
4633,& annoying 🙄,-12.969525092978847,attacks,-12.396746798418413
4634,& anti-american,-12.969525092978847,smaller,-12.396801070704587
4635,& anti-american groups,-12.969525092978847,dm's,-12.396816941955633
4636,& anti-semitic,-12.969525092978847,they're just,-12.396952478407107
4637,& anti-semitic twitter,-12.969525092978847,looking forward,-12.397015879837719
4638,& appreciate,-12.969525092978847,niche,-12.397120898166612
4639,& appreciate .,-12.969525092978847,relatable,-12.39721018109698
4640,& appreciate absolute,-12.969525092978847,person don't,-12.397393569270564
4641,& armed,-12.969525092978847,", send",-12.39743152367775
4642,& armed robbery,-12.969525092978847,picked recently .,-12.397530350552465
4643,& article,-12.969525092978847,picked recently,-12.397530350552465
4644,& article .,-12.969525092978847,collection picked recently,-12.397530350552465
4645,& ask,-12.969525092978847,collection picked,-12.397530350552465
4646,& ask authorities,-12.969525092978847,likes rts,-12.397635026236385
4647,& aspirations,-12.969525092978847,pointless,-12.39771313841421
4648,"& aspirations ,",-12.969525092978847,mr,-12.397772584855383
4649,& assists,-12.969525092978847,make ur,-12.397811669967078
4650,& assists galore,-12.969525092978847,believe .,-12.397857580258748
4651,& attorney,-12.969525092978847,editors,-12.39786080163833
4652,& attorney blast,-12.969525092978847,( don't,-12.397929751700074
4653,& avoid,-12.969525092978847,interesting people,-12.397993711133212
4654,"& avoid 1,000",-12.969525092978847,force .,-12.398184978022655
4655,& best,-12.969525092978847,good things,-12.398257192351037
4656,& best life,-12.969525092978847,heroes,-12.398327609991982
4657,& best tweets,-12.969525092978847,goes ..,-12.398337082372654
4658,& bh,-12.969525092978847,going ?,-12.398349505052757
4659,& bh .,-12.969525092978847,weekend .,-12.398406197375463
4660,& billions,-12.969525092978847,communist,-12.398481803588934
4661,& billions free,-12.969525092978847,bitch ?,-12.398526524072182
4662,& blessings,-12.969525092978847,pin,-12.39855568755459
4663,& blessings 2u,-12.969525092978847,can't imagine,-12.398566007535175
4664,& blueberry,-12.969525092978847,you're ...,-12.398707702063794
4665,& blueberry w,-12.969525092978847,it's obvious,-12.398767640555528
4666,& boggs,-12.969525092978847,can't trust,-12.39880213112889
4667,& boggs law,-12.969525092978847,pt,-12.398933752830947
4668,& bought,-12.969525092978847,95,-12.39896942978143
4669,& bought dog,-12.969525092978847,kentucky,-12.399026270473547
4670,& boundaries,-12.969525092978847,he'd,-12.399103117255354
4671,& boundaries ;,-12.969525092978847,imagined,-12.399231832160371
4672,& brekkie,-12.969525092978847,cynicism,-12.399236548376956
4673,& brekkie fridays,-12.969525092978847,ツ ) _,-12.399276116581646
4674,& bringing,-12.969525092978847,ツ ),-12.399276116581646
4675,& bringing laughs,-12.969525092978847,ツ,-12.399276116581646
4676,& british,-12.969525092978847,¯ \ _,-12.399276116581646
4677,& british general,-12.969525092978847,¯ \,-12.399276116581646
4678,& build,-12.969525092978847,_ / ¯,-12.399276116581646
4679,& build collateral,-12.969525092978847,_ ( ツ,-12.399276116581646
4680,& bullied,-12.969525092978847,/ ¯,-12.399276116581646
4681,& bullied life,-12.969525092978847,( ツ ),-12.399276116581646
4682,& buried,-12.969525092978847,( ツ,-12.399276116581646
4683,& buried mass,-12.969525092978847,courage,-12.399332535332682
4684,& busch,-12.969525092978847,justify,-12.399346627839268
4685,& busch 8,-12.969525092978847,want mutuals,-12.399398141520665
4686,& california,-12.969525092978847,dumped,-12.39941900441051
4687,& california amazing,-12.969525092978847,decisions,-12.399435039525537
4688,& called,-12.969525092978847,got best pussy,-12.399523977930661
4689,& called times,-12.969525092978847,best pussy,-12.399523977930661
